,TIB_LAT_CFN,TIB_MED_CFN,PAT_CFN,TIB_LAT_CoF,TIB_MED_CoF,PAT_CoF
1570,2274.7512,1085.487,6596.076,13.399752,22.034206,61.473217
1571,2278.5168,1095.5724,6508.857,13.4159565,22.051836,61.496433
1572,2298.175,1086.4382,6712.733,13.419372,22.0862,61.401974
1573,2323.0295,1095.9797,6858.7866,13.387112,22.101217,61.48461
1574,2339.2234,1100.1461,6863.6133,13.416647,22.115997,61.50274
1575,2356.0076,1097.8115,7012.805,13.411568,22.132149,61.516323
1576,2368.4827,1107.5642,6986.5576,13.414545,22.164318,61.515404
1577,2381.6838,1112.0829,7040.266,13.43269,22.2035,61.510857
1578,2379.408,1108.8584,7066.481,13.448416,22.191515,61.531723
1579,2385.9587,1099.8569,7079.1104,13.470039,22.201887,61.505165
1580,2390.8328,1115.781,7010.841,13.46999,22.194166,61.46817
1581,2385.842,1114.6289,7141.6274,13.481863,22.156221,61.35005
1582,2320.102,1103.602,6977.6016,13.498266,22.117624,61.427
1583,2276.6975,1082.2915,6878.033,13.532871,22.117456,61.522358
1584,2311.0532,1083.8037,6914.1646,13.534018,22.127668,61.479927
1585,2271.9353,1107.7014,6976.986,13.567727,22.14342,61.462154
1586,2371.004,1088.481,6991.134,13.54788,22.069666,61.34652
1587,2335.986,1109.7198,7003.729,13.5560465,21.97655,61.361816
1588,2279.6033,1071.425,6828.379,13.580623,21.95849,61.468742
1589,2250.7625,1057.8557,6720.136,13.582227,21.895876,61.526108
1590,2189.3708,1050.925,6621.032,13.616181,21.869349,61.500275
1591,2218.2747,1061.1116,6571.9067,13.61768,21.813023,61.431618
1592,2229.7576,1040.0052,6607.9355,13.6337595,21.741428,61.397987
1593,2204.4575,1037.2068,6548.201,13.672713,21.630787,61.439568
1594,2188.757,1032.1577,6649.7627,13.651472,21.592546,61.47204
1595,2206.4683,1028.8862,6500.566,13.676185,21.561169,61.434887
1596,2167.1707,998.29205,6423.191,13.695573,21.42702,61.45199
1597,2118.6865,996.2596,6343.5083,13.729533,21.31217,61.36215
1598,2103.9844,972.0903,6292.257,13.716811,21.2562,61.423378
1599,2105.2336,990.8658,6207.5195,13.752442,21.155668,61.349556
1600,2055.9966,987.76886,6209.3936,13.743243,21.064375,61.299065
1601,2085.3425,994.9119,6082.7583,13.763698,20.99946,61.2987
1602,2079.3943,974.6232,6091.905,13.763556,20.969664,61.275986
1603,2093.2024,971.6597,6119.8877,13.768556,20.908787,61.25938
1604,2069.9038,961.51263,6092.4863,13.784721,20.82907,61.178223
1605,2060.1873,947.96906,6001.354,13.83796,20.811464,61.17137
1606,2056.213,970.48486,5911.1357,13.800506,20.83673,61.108036
1607,2008.8429,950.8343,5802.9185,13.825217,20.742075,61.095345
1608,2011.6084,939.82654,5688.271,13.834313,20.78342,61.042717
1609,1974.7529,941.4269,5607.0737,13.834697,20.78194,60.99285
1610,1959.4436,939.257,5545.7183,13.843429,20.777441,60.888363
1611,1944.6487,954.88605,5452.882,13.854033,20.818853,60.82372
1612,1920.7827,934.7983,5332.062,13.866078,20.809965,60.816677
1613,1901.6194,925.2205,5247.8027,13.860148,20.815138,60.72294
1614,1882.8787,900.31366,5099.7974,13.870828,20.810833,60.667534
1615,1829.3989,895.27045,4970.0605,13.892411,20.876009,60.545837
1616,1794.2039,867.72125,4920.8804,13.907292,20.836542,60.448917
1617,1737.3503,871.4836,4521.9023,13.909121,20.855429,60.348503
1618,1744.2312,866.486,4419.0166,13.935107,20.927925,60.194324
1619,1764.9994,842.8556,4520.965,13.8755045,20.95524,60.04625
1620,1721.9199,846.9696,4279.5205,13.833955,21.021551,59.99044
1621,1679.2446,817.71,3940.3438,13.898119,21.03257,59.86434
1622,1642.6147,820.8962,4041.5813,13.88571,21.088911,59.814453
1623,1646.0828,799.5428,4215.6235,13.862402,21.110594,59.65113
1624,1629.0793,783.71246,3698.712,13.854863,21.136656,59.51065
1625,1610.7013,781.61017,3544.7593,13.8009405,21.142725,59.638718
1626,1626.6824,736.9085,3517.8713,13.762984,21.185091,59.320625
1627,1545.4434,737.70966,3248.623,13.837161,21.248552,59.153465
1628,1472.7676,722.686,3137.2278,13.854612,21.320614,59.063915
1629,1465.1877,712.28186,3163.6494,13.829692,21.391722,58.94779
1630,1427.4988,701.4248,3037.685,13.846034,21.539371,58.814133
1631,1431.1072,672.8863,3009.2837,13.777455,21.568392,58.68992
1632,1409.0806,677.8889,2976.3855,13.768981,21.557182,58.596794
1633,1400.154,651.47723,2722.0732,13.680287,21.572157,58.431496
1634,1369.9791,636.9357,2557.2136,13.65408,21.654139,58.216656
1635,1320.4868,594.2314,2546.8494,13.665061,21.700941,58.092537
1636,1281.2231,604.69214,2413.6406,13.594384,21.802877,57.952797
1637,1290.3865,584.65466,2272.1355,13.57926,21.843672,57.756588
1638,1264.8174,569.9229,2213.337,13.525747,21.89802,57.58059
1639,1249.8953,548.5328,2123.711,13.498971,21.974018,57.395927
1640,1217.3574,539.205,2035.7231,13.445991,22.007254,57.230824
1641,1205.2369,520.41144,1928.3069,13.387913,22.04484,57.038902
1642,1169.0668,510.99475,1848.8435,13.353121,22.234667,56.856457
1643,1139.02,499.1255,1765.8479,13.313765,22.348837,56.71328
1644,1099.6675,496.47437,1642.8193,13.289996,22.517637,56.483868
1645,1069.235,490.37177,1552.949,13.226267,22.701353,56.20674
1646,1081.6594,480.63358,1463.9971,13.124208,22.91609,56.042664
1647,1085.9086,489.48624,1451.077,13.088772,23.143347,55.812523
1648,1068.7649,468.69965,1309.8413,13.007792,23.341967,55.70375
1649,1039.3159,452.22015,1265.501,12.935601,23.63283,55.426575
1650,990.8021,452.82623,1151.7109,12.913546,23.981169,55.31128
1651,961.5353,448.08295,1052.6185,12.854638,24.387918,55.09147
1652,945.4887,450.68396,996.5801,12.806455,24.811674,54.921272
1653,940.2106,456.52426,955.92,12.815253,25.109774,55.006523
1654,930.75464,452.63574,907.56866,12.750438,25.27827,54.87021
1655,910.94385,447.13535,848.40906,12.710139,25.558443,54.882725
1656,862.25604,446.35587,777.71606,12.713208,25.859625,54.845947
1657,811.5496,448.98627,704.1094,12.744607,26.093288,54.918335
1658,787.85345,455.0454,662.7151,12.800782,26.315477,55.04915
1659,787.6623,450.4533,634.5065,12.80725,26.546436,55.07943
1660,779.7845,457.24042,578.0885,12.854997,26.896868,55.220226
1661,729.4157,467.563,560.3707,12.884034,27.060299,55.255013
1662,729.5871,469.23767,513.1002,12.94658,27.50994,55.32251
1663,689.8201,478.64166,496.18167,13.012686,27.643055,55.405254
1664,679.3927,483.5171,455.77203,13.065543,28.043524,55.415768
1665,640.7296,501.6949,431.64572,13.088241,28.221163,55.40177
1666,631.36554,503.143,412.73505,13.126438,28.54669,55.359524
1667,595.45044,509.86987,381.98587,13.113873,28.620993,55.310467
1668,580.48816,527.4986,366.26508,13.09846,29.074612,55.361435
1669,560.8932,534.3176,351.60547,13.096155,29.129274,55.206898
1670,544.2807,548.25433,348.62497,13.067631,29.381777,54.94443
1671,568.11835,561.28644,333.58444,12.957314,29.601004,55.042023
1672,556.8394,571.27386,331.91147,12.882369,29.577974,54.963833
1673,536.0893,577.55084,331.03525,12.7400465,29.91404,54.517807
1674,539.6243,586.88336,333.964,12.65224,29.93869,54.457672
1675,541.3434,596.06586,319.59888,12.531107,30.042118,54.46101
1676,532.68207,605.02435,312.78683,12.439367,30.016989,54.552177
1677,528.96576,610.9764,308.4131,12.313885,30.14602,54.29949
1678,513.0305,617.9648,315.55362,12.198093,30.26891,54.197647
1679,523.2436,633.06055,314.25455,12.134592,30.17335,54.226814
1680,503.47314,640.758,310.6946,12.027725,30.293753,54.23051
1681,529.9118,649.8975,305.8081,11.880561,30.381092,54.29753
1682,542.2762,664.6025,293.49557,11.787434,30.193304,54.188423
1683,498.06363,666.65674,302.09836,11.611956,30.675865,54.18065
1684,567.9209,686.66455,300.35507,11.55263,30.50471,54.134186
1685,574.57477,699.9323,297.18683,11.306775,30.601791,54.27133
1686,589.7077,721.7518,292.97598,11.186836,30.525206,54.27828
