,TIB_LAT_CFN,TIB_MED_CFN,PAT_CFN,TIB_LAT_CoF,TIB_MED_CoF,PAT_CoF
275,1029.4827,601.1585,986.0061,13.508828,24.21968,54.33868
276,1058.6127,610.8746,1054.6345,13.599352,24.265783,54.36746
277,1103.99,630.5567,1121.726,13.668942,24.295305,54.48423
278,1096.6927,648.7783,1168.5348,13.708335,24.359682,54.514385
279,1132.3417,655.5637,1221.7987,13.779009,24.358171,54.626965
280,1131.2039,693.08997,1290.6097,13.853133,24.353315,54.694035
281,1178.3044,722.99493,1427.6984,13.923377,24.321732,54.757587
282,1209.2019,740.124,1514.756,14.0350685,24.297064,54.791256
283,1231.517,744.0981,1495.7423,14.059511,24.311022,55.051167
284,1264.6348,788.0777,1640.4037,14.122367,24.28586,55.06387
285,1262.0729,774.92896,1724.2224,14.156964,24.258562,55.234516
286,1291.9945,820.9295,1862.0033,14.161185,24.27365,55.404545
287,1312.7133,863.946,1898.3274,14.245118,24.207003,55.52023
288,1357.8049,920.8486,2017.9181,14.284621,24.250116,55.8167
289,1373.655,953.1595,2115.2012,14.344106,24.219675,56.021465
290,1457.6908,984.0097,2138.9028,14.366904,24.272978,56.339314
291,1393.5708,1002.57806,2243.2478,14.367757,24.272442,56.290165
292,1443.6495,1016.7343,2357.8848,14.468391,24.253628,56.67501
293,1458.4387,1031.9756,2458.0674,14.4598,24.229069,57.026943
294,1547.4469,1065.6294,2681.3276,14.450168,24.294172,56.926285
295,1527.5735,1092.7567,2598.627,14.496631,24.26261,57.19842
296,1507.5574,1118.3033,2909.4136,14.505007,24.255976,57.312
297,1589.8353,1162.364,3186.9001,14.568381,24.301737,57.72008
298,1634.4513,1179.3987,2988.6572,14.545203,24.247324,57.760487
299,1576.5673,1212.4265,3140.1406,14.572506,24.289503,57.729527
300,1610.5443,1214.2664,3019.7441,14.613096,24.233603,57.608444
301,1664.7804,1232.6931,3570.4526,14.610159,24.310324,57.93683
302,1712.6494,1233.3038,3391.8865,14.6770315,24.29285,58.129986
303,1775.1312,1276.1488,3651.0874,14.700286,24.271257,58.111725
304,1743.2035,1302.0895,3757.0386,14.725336,24.220999,58.37427
305,1816.0753,1397.2019,3779.3413,14.7474985,24.31499,58.406815
306,1821.0343,1351.7705,3706.1929,14.794904,24.307798,58.68558
307,1902.3229,1324.5642,3986.6025,14.812684,24.203318,58.77238
308,1853.2808,1367.6604,4116.899,14.834575,24.203995,58.67267
309,1946.0731,1385.336,3908.8765,14.849638,24.235678,58.900898
310,1857.1088,1396.3871,4269.3438,14.844799,24.247976,58.809128
311,1970.9711,1405.7244,4106.6494,14.891981,24.117308,58.64931
312,2015.131,1491.2537,4625.807,14.912152,24.099016,58.95489
313,2019.8784,1479.3562,4572.8125,14.927857,24.108772,59.18458
314,2043.7008,1486.977,4521.5615,14.9777565,24.087545,59.23668
315,2052.1035,1434.0544,4780.793,14.997543,24.060488,59.217678
316,2130.4133,1470.3364,4692.5874,14.989897,24.021088,59.356274
317,2124.713,1511.9856,5048.16,14.953213,23.978716,59.23649
318,2109.6133,1510.487,4477.722,14.964665,23.891512,59.341335
319,2159.666,1530.7205,4840.873,15.043593,23.880188,59.319897
320,2132.1138,1484.3649,4686.001,15.034691,23.845816,59.385418
321,2174.4758,1547.4526,4668.535,15.020248,23.87904,59.155117
322,2156.4004,1571.3969,5299.567,15.030905,23.872652,59.427624
323,2188.0657,1557.8506,4893.3545,15.030228,23.797798,59.32179
324,2158.0225,1578.451,4651.883,15.027961,23.84953,59.450497
325,2161.2466,1571.3782,4801.282,15.05348,23.816343,59.588722
326,2221.315,1603.3655,4644.3877,15.019264,23.796766,59.395004
327,2168.001,1588.7612,4931.1533,15.043759,23.763779,59.54469
328,2171.9858,1658.7148,5089.9004,15.085394,23.789185,59.5301
329,2164.114,1618.9963,4940.3926,15.043245,23.719814,59.572735
330,2286.0562,1595.6991,5007.6504,15.043643,23.75486,59.446907
331,2223.2104,1612.1384,5016.7266,15.047875,23.739,59.674053
332,2240.3953,1625.7964,5244.3853,15.070878,23.74219,59.544704
333,2268.6343,1637.8912,5088.5586,15.056011,23.775152,59.76331
334,2307.9238,1600.3251,4871.388,15.061971,23.705065,59.59756
335,2310.6975,1659.9863,5215.015,15.05199,23.670351,59.606815
336,2312.0225,1687.3955,5003.2466,15.061099,23.656418,59.806057
337,2295.4482,1686.368,5320.283,15.046626,23.66987,59.724556
338,2321.9595,1674.3848,5290.346,15.080128,23.585737,59.60193
339,2331.421,1667.957,5279.0117,15.062705,23.660261,59.635303
340,2338.5762,1696.1577,5265.2363,15.076175,23.66734,59.677567
341,2307.4448,1695.1833,4976.7876,15.073937,23.581886,59.52374
342,2335.2578,1709.9324,5176.456,15.085802,23.615454,59.6808
343,2287.6155,1744.8247,5631.232,15.082405,23.547506,59.669636
344,2389.4377,1723.4023,5255.517,15.094962,23.53562,59.588562
345,2395.187,1724.7659,5455.4424,15.10897,23.402306,59.761005
346,2420.3115,1751.8838,5318.5874,15.129161,23.502922,59.945374
347,2371.7139,1839.4221,5606.0767,15.14707,23.491236,59.77992
348,2438.7227,1742.0001,5757.97,15.150647,23.445082,59.834873
349,2388.4688,1707.7002,5354.577,15.10896,23.405949,59.790455
350,2374.398,1700.7612,5209.339,15.119496,23.361784,59.779247
351,2384.2534,1736.2888,5268.417,15.100556,23.388647,59.796925
352,2377.666,1708.0859,5116.8203,15.122403,23.393772,59.809082
353,2380.128,1715.237,5250.4756,15.11213,23.448618,59.719883
354,2381.6577,1736.5061,5195.868,15.123849,23.397589,59.7556
355,2365.7334,1712.8259,5149.1753,15.117236,23.426489,59.754356
356,2354.5386,1728.0603,5077.0796,15.115335,23.424574,59.790516
357,2329.4863,1732.429,5048.9546,15.123526,23.44147,59.790234
358,2344.9854,1716.4836,5047.928,15.120454,23.416128,59.772717
359,2337.2026,1712.8555,5147.039,15.104905,23.418795,59.7012
360,2325.977,1732.1555,5072.3643,15.10646,23.435114,59.789154
361,2335.0396,1722.0137,5131.1816,15.1164,23.40172,59.760525
362,2343.0645,1756.7471,5138.7305,15.128751,23.429316,59.77621
363,2350.6228,1708.4103,5121.1035,15.101693,23.416903,59.81724
364,2349.6567,1717.5162,5153.8574,15.100612,23.398705,59.83172
365,2346.3682,1717.155,5208.2,15.128274,23.358488,59.809948
366,2353.253,1714.5186,5166.606,15.128081,23.375376,59.852154
367,2392.6782,1708.605,5172.363,15.107094,23.365353,59.86697
368,2336.6245,1742.2567,5239.5576,15.139509,23.357233,59.866997
369,2372.6045,1762.2056,5401.2324,15.117756,23.338121,59.777836
370,2399.4053,1739.9983,5427.8633,15.1064,23.351606,59.846157
371,2397.933,1745.6924,5444.1953,15.1180525,23.362562,59.87959
372,2419.1167,1748.2952,5411.9077,15.103334,23.35766,59.832035
373,2416.8076,1739.3386,5514.988,15.110771,23.418985,59.811058
374,2418.9944,1755.3727,5450.7637,15.10913,23.432945,59.74223
375,2405.7432,1749.8674,5379.009,15.111165,23.376463,59.938923
376,2406.157,1749.794,5131.9146,15.114837,23.453825,59.71156
377,2414.004,1766.9268,5630.4805,15.070608,23.46145,59.704823
378,2347.4224,1734.2122,5435.7114,15.113065,23.46551,59.78518
379,2355.7988,1703.3602,5314.1367,15.073499,23.490082,59.721886
380,2347.3467,1754.9768,5454.12,15.109424,23.552666,59.78641
381,2355.329,1710.0991,5476.8135,15.071728,23.505953,59.832348
382,2339.006,1718.1174,5400.487,15.059913,23.504066,59.738377
383,2323.748,1688.1538,5340.351,15.054425,23.51502,59.716534
384,2269.172,1666.5256,5398.915,15.075669,23.572214,59.791718
385,2287.503,1640.2479,5557.3047,15.033904,23.574621,59.736576
386,2237.8367,1653.1917,5209.871,15.056087,23.71965,59.498924
387,2285.9707,1648.2223,5383.209,15.048348,23.681854,59.798317
388,2291.8916,1629.3364,5333.175,15.031775,23.696733,59.69318
389,2312.933,1629.1172,5330.616,15.02406,23.686987,59.54591
390,2272.3071,1591.5574,5285.369,15.007224,23.771852,59.544018
391,2235.302,1547.7526,5070.931,14.99966,23.678991,59.672604
392,2206.387,1544.5278,5102.0215,15.006997,23.652473,59.535717
393,2208.6514,1551.3201,5074.1553,14.98341,23.71396,59.614437
394,2224.9995,1551.6497,5060.3584,14.971217,23.646368,59.515354
395,2205.0537,1560.7603,4948.2207,15.002354,23.834185,59.35938
396,2203.0361,1567.4163,5172.6533,14.993585,23.728651,59.086864
397,2164.4568,1504.2606,5199.967,15.013125,23.79326,59.15877
398,2195.52,1511.3157,5130.128,14.953548,23.820807,59.287437
399,2136.7627,1502.489,4852.24,14.964094,23.78015,59.126804
400,2149.5586,1488.6989,4937.868,14.931809,23.81638,59.256927
401,2161.3215,1506.0022,5387.4805,14.936021,23.791002,59.318314
402,2214.4268,1495.9701,5010.352,14.936092,23.827785,59.06291
403,2175.7397,1472.9211,4891.4497,14.911234,23.909166,59.04321
404,2255.586,1483.6438,5010.5234,14.911328,23.935944,59.184456
405,2162.4236,1470.6743,4868.1055,14.903685,23.95698,59.04365
406,2035.0566,1402.6812,4633.1807,14.870894,23.933395,58.97109
407,2047.8834,1407.9464,4532.151,14.833918,23.924402,58.988552
408,2041.5355,1390.1711,4490.3057,14.798146,23.961262,58.733974
409,1981.4425,1397.0214,4393.0566,14.725649,23.978827,58.672504
410,2020.0128,1417.0566,4318.798,14.758708,24.048025,58.45774
411,1963.7762,1370.4792,4235.677,14.73591,23.921278,58.425274
